HPO编号	名称(中文)	定义(中文)
HP:0000445	宽鼻	两侧鼻翼之间的距离大于同年龄平均值超过2个标准偏差，即鼻基宽度和鼻翼之间的宽度显得增加。
HP:0000446	鼻梁狭窄	鼻子的骨桥宽度减小。
HP:0000447	梨形鼻	
HP:0000448	鼻子突出	鼻中隔根部和鼻尖之间的距离大于平均值加两倍标准差，或者，鼻子显得向前突起。
HP:0000451	三角鼻尖	鼻尖呈三角形。
HP:0000452	鼻后孔狭窄	鼻后孔（后鼻孔）异常收窄
HP:0000453	鼻后孔闭锁	鼻后孔（后鼻孔）闭合不存在或异常
HP:0000454	喇叭状鼻孔	
HP:0000455	宽鼻尖	鼻尖宽度增加
HP:0000456	双歧鼻尖	鼻尖的分裂。目视可见的有垂直压痕，裂开，或凹陷的鼻尖
HP:0000457	鼻嵴凹陷	由鼻嵴凹陷导致的鼻子不突出。
HP:0000458	嗅觉丧失	不能感知气味。这是一个通用术语，描述不能闻到的任何气味，可以是嗅觉过程中任何一部分异常而引起的，这一过程包括把气味物质吸收到覆盖嗅觉上皮的鼻腔粘膜，扩散到纤毛，与嗅觉神经元的受体位点结合，产生神经电冲动，从而感知的气味。
HP:0000460	鼻子狭窄	鼻翼间距离低于年龄矫正的平均值超过2个标准偏差，或者鼻基宽度显得减小。
HP:0000463	鼻孔前翻	观察者与被观察者头部保持法兰克福水平且两人眼睛平齐，在这样的视角下观察到鼻孔朝前。外观表现为朝天鼻（鼻尖上翘）。
HP:0000464	颈部异常	颈部的异常
HP:0000465	颈蹼	从颈侧到肩部的皮肤连成一片皱褶。
HP:0000466	颈部运动范围受限	
HP:0000467	颈肌无力	颈部肌肉组织力量减少
HP:0000468	颈周脂肪组织增加	围绕颈部的皮下脂肪组织增加。
HP:0000470	短颈	颈部的长度缩短
HP:0000471	胃肠道血管发育不良	`影响胃肠道血管的发育异常。
HP:0000472	长颈	颈部顶-底长度的增加。
HP:0000473	斜颈	颈部肌肉不自主收缩导致头部运动异常或位置异常。
HP:0000474	颈部皮肤皱褶冗赘	胎儿颈后皮肤厚度增厚。通过胎儿头部横断位位于透明隔腔和丘脑水平，倾斜向后包括小脑处测量皱褶。测量取自枕骨中部外侧缘至皮肤最外侧。在18至24周大于或等于6mm，或16至18周大于或等于5毫米可认为测量值显著。
HP:0000475	宽颈	颈部一侧到另一侧宽度增加
HP:0000476	囊状水瘤	颈部囊性淋巴病变
HP:0000478	眼部异常	眼部异常，包括眼球的位置、间距和眼内组织的异常（54448 FMA）。
HP:0000479	视网膜的异常	在视网膜上的异常（FMA:58301）。
HP:0000480	视网膜缺损	视网膜的裂或凹槽。
HP:0000481	角膜异常	角膜是覆盖在虹膜，瞳孔和前房的眼睛的前部的透明组织:所述角膜上（58238 FMA）的任何异常。
HP:0000482	小角膜	角膜的先天性异常（FMA:58238），其中角膜和眼睛的眼前段都小于正常。角膜的水平直径甚至没有在成年期达到10毫米。
HP:0000483	散光	散光，其特征为在角膜的水平和垂直曲率的屈光不正。
HP:0000484	远视散光	散光的形式，其中一个子午线是远视，而90度另一线上没有屈光不正。
HP:0000485	巨角膜	正常的清晰度和功能。 巨角膜的诊断是出生时角膜水平直径12毫米或更大，或两岁后水平角膜直径达13mm或以上。
HP:0000486	斜视	斜视（也称为斜视）是指两只眼睛的协调性减弱。
HP:0000487	先天性斜视	出生后即发生的斜视
HP:0000488	视网膜病变	视网膜的任何非炎性疾病。这里该非特异性术语??保留，因为它在文献中广泛使用，但如果可能的新注解应注明精确的类型的视网膜异常。
HP:0000490	眼睛深陷	眼睛比典型的脸面部平面更深地凹入
HP:0000491	角膜炎	角膜炎症。
HP:0000492	眼睑异常	眼睑的异常
HP:0000493	黄斑中心凹异常	黄斑中心凹的异常（FMA:58658），黄斑中心区位于黄斑中央，此部位视锥细胞浓度最高，主导分辨率视觉和色觉。
HP:0000494	下斜睑裂	睑裂倾角低于均值的两个标准差以上。
HP:0000495	复发性角膜糜烂	复发性角膜上皮糜烂的存在。虽然大部分角膜上皮缺损愈合快，有些人可能会表现出经常性溃疡。
HP:0000496	眼球运动异常	在自愿或非自愿的眼睛运动时出现的异常。
HP:0000497	外展时眼球回缩和偏斜	外展时眼球回缩和偏斜
HP:0000498	眼睑炎	眼睑的炎症
HP:0000499	睫毛异常	睫毛的异常
HP:0000501	青光眼	青光眼是指在通常与眼内压升高相关的视神经病变，常伴有视网膜神经节细胞的损失。
HP:0000502	结膜异常	在结膜上的异常（FMA:59011）。
HP:0000503	结膜血管迂曲	结膜的血管曲折和转数增加。
HP:0000504	视力异常	视力的异常。
HP:0000505	视觉障碍	不同程度视力的丧失
HP:0000506	内眦距过宽	内眦距离大于平均值超过两个标准偏差（客观）;或者，两眼内眦之间的距离显得增加。
HP:0000508	上睑下垂	上睑缘比正常位于3毫米，覆盖虹膜（目标）的上部分;或者，遮蔽一部分的瞳孔的光线（主观）。
HP:0000509	结膜炎	在结膜上发生的炎症（FMA:59011）。
HP:0000510	视网膜色素变性	遗传性视网膜变性。
HP:0000511	垂直性核上性凝视麻痹	核上性凝视麻痹是一个无法看在垂直方向的脑损伤的结果。有眼球运动的自愿性方面的损失，但是，由于脑干仍然完好，所有的反射共轭眼球运动是否正常。
HP:0000512	视网膜电流图异常	视网膜中各种类型细胞的电反应异常可通过视网膜电流图检测。
HP:0000514	慢眼跳	异常缓慢速度的眼跳。
HP:0000517	晶状体异常	在晶状体上的异常（FMA:58241）。
HP:0000518	白内障	白内障是指晶状体或晶状体的囊膜不透明或混浊。
HP:0000519	先天性白内障	出生后即发现有白内障`（HP:0000518）。
HP:0000520	眼球突出	眼球相对于面部比通常向前突起很多。
HP:0000522	无泪	缺乏泪液分泌。
HP:0000523	囊下白内障	白内障影响晶状体后囊下的皮质
HP:0000524	结膜毛细血管扩张	小（约0.5?1.0毫米）扩张血管出现在结膜的粘膜表面。
HP:0000525	虹膜异常	在虹膜上（FMA:58235）的异常，虹膜是位于角膜和晶状体之间的色素肌肉组织，中间的开口称为瞳孔。
HP:0000526	无虹膜	先天性无虹膜（FMA:58235）。
HP:0000527	长睫毛	中间的上睫毛长度大于10mm或睫毛的长度增加（主观）。
HP:0000528	无眼畸形	没有眼球
HP:0000529	进行性视力下降	视力逐渐下降。
HP:0000531	角膜结晶	角膜上发生的结晶样沉积
HP:0000532	脉络膜视网膜异常	脉络膜和视网膜的异常。
HP:0000533	脉络膜视网膜萎缩	眼底脉络膜和视网膜层的萎缩。
HP:0000534	眉毛异常	眉毛的异常
HP:0000535	眉毛稀疏	眉毛的密度降低或数量减少和/或毛发的直径减小。
HP:0000537	下内眦赘皮	始于下眼睑中部之下，并向上弯覆盖至内眼角前面和侧面的皮肤褶皱。
HP:0000538	假性视乳头水肿	视盘明显肿胀，但没有颅内压增高。
HP:0000539	屈光异常	在光的聚焦由眼睛，以产生一清晰的影像在视网膜上的过程中出现异常。
HP:0000540	远视	屈光的一种，特征是看到清楚远处物体的能力，而附近的物体出现模糊。
HP:0000541	视网膜脱离	视网膜（神经视网膜）从色素上皮内层分离。
HP:0000542	眼内收障碍	眼睛向鼻子方向内收的能力下降。
HP:0000543	视盘苍白	视盘灰黄色的颜色变浅（视神经乳头在视网膜的部位）。视盘通常具有一个中央粉红色的凹陷。
HP:0000544	眼外肌麻痹	麻痹外眼部肌肉。
HP:0000545	近视	屈光异常的一种，特征是看近处物体清楚，而在远处的对象出现模糊。
HP:0000546	视网膜变性	视网膜的病变。这里非特异性术语??保留，因为它在文献中广泛使用，但如果可能的新注解应注明精确的类型的视网膜异常。
HP:0000547	毯层状视网膜变性	视网膜变性中的一种
HP:0000548	锥杆营养不良	视锥和视杆细胞均有损伤
HP:0000549	眼球共轭运动异常	眼球正常的运动协调需要双眼同时协调的注视同一目标。
HP:0000550	视网膜电流图检测不到波形	视网膜电流图检测，结果呈熄灭型。
HP:0000551	色觉障碍	区分或识别颜色的能力异常。
HP:0000552	蓝色弱	黄色和蓝色区分障碍，可能是由于蓝色感光色素功能障碍所致。
HP:0000553	葡萄膜异常	在葡萄膜的异常（FMA:58103），葡萄膜是眼球的血管层。
HP:0000554	葡萄膜炎	葡萄膜一部分或所有部分的炎症。
HP:0000555	白瞳症	不正常的瞳孔区白色反光，而不是通常的黑色反射。
HP:0000556	视网膜营养不良	视网膜营养不良
HP:0000557	Buphthalmos	Buphthalmos指眼睛的先天性开角型青光眼。术语buphthalmos（从希腊语“BOUS”或牛，“ophthalmos'或眼睛）是描述性的，从眼内压增高引起的眼球大。所述眼球大容易发生于新生儿和婴儿，因为此时巩膜的胶原纤丝不像成人的坚硬，容易被拉伸。
HP:0000558	Rieger综合征	遗传性眼前节发育不良，特点有虹膜角膜畸形，青光眼，虹膜基质发育不良，和角膜混浊的一种先天性畸形。
HP:0000559	角膜瘢痕	角膜上出现的瘢痕
HP:0000561	无睫毛	缺乏睫毛。
HP:0000563	圆锥角膜	角膜的锥形畸形。
HP:0000564	泪道闭锁	泪液排泄系统的发育障碍，导致鼻泪管不通。
HP:0000565	内斜视	斜视的一种，一个或两个眼睛的向内侧转向（“交叉”）。
HP:0000567	脉络膜视网膜缺损	视网膜，视网膜色素上皮，和脉络膜的区域性缺损。
HP:0000568	小眼畸形	一个或两个眼睛异常小的发育异常。
HP:0000570	眼球运动异常	一种异常眼球运动（HP:0000496），特点是速度快（扫视）眼球运动障碍。
HP:0000571	长度异常性扫视	扫视下冲，即一个扫视眼球运动具有小于将需要获得对对象的固定幅度。
HP:0000572	视力下降	视力的下降（这意味着在某一个时间点视力比现在好）。
HP:0000573	眼底出血	` 发生于视网膜内的出血。
HP:0000574	粗眉毛	眉毛密度/数量增加或毛发直径增加。
HP:0000575	盲点	暗点是指一个地区或视力由正常或保存较为完好的视场包围的损害的岛屿。
HP:0000576	旁中心暗点	盲点位于中心点与生理盲点之间大致水平的椭圆形区域。
HP:0000577	外斜视	斜视的一种，一个或两个眼睛向外偏离。
HP:0000579	鼻泪管阻塞	在鼻泪管的淤塞（FMA:61063）。
HP:0000580	色素性视网膜病	色素性视网膜病
HP:0000581	眼睑裂狭小	上下眼睑之间的垂直距离固定减少，并伴有短睑裂
HP:0000582	睑裂上斜	睑裂向上倾斜度大于同龄人平均值加两倍标准差（客观）;或者，睑裂向上的倾斜度明显增大。
HP:0000584	点状角膜上皮糜烂	点状角膜上皮糜烂
HP:0000585	带状角膜病	角膜中央带状（HP:0000481）钙的沉积，导致视力下降，异物感和眼睛刺激。
HP:0000586	浅眼眶	眼眶深度减少而表现为眼球相对突出。
HP:0000587	视神经异常	在`视神经`异常（FMA:50863）。
HP:0000588	视神经缺损	下方延伸的视神经的裂。
HP:0000589	缺损	一个发育缺陷，特点是眼球的某些部分（FMA:54448`）或眼附属器的缺损。
HP:0000590	进行性眼外肌麻痹	最初的双眼上睑下垂，随后眼球运动在各个方向上发生限制和扫视放缓。
HP:0000591	巩膜异常	在巩膜上的异常（FMA:58269）。
HP:0000592	蓝巩膜	在巩膜上的异常蓝色着色（FMA:58269）。
HP:0000593	前房异常	前房异常（FMA:58078），前房是指角膜后面和虹膜前面的空间。
HP:0000594	浅前房	前房深度降低，角膜和虹膜之间的前后距离减小。
HP:0000597	眼肌瘫痪	眼肌麻痹是指控制眼球运动的一条或更多的肌肉瘫痪。
HP:0000598	耳部异常	“耳”(FMA:52780)的异常。
HP:0000599	前额发际线异常	
HP:0000600	咽部异常	
HP:0000601	眼距过窄	瞳距比平均值小2个标准偏差（或，瞳距过短或双眼间距过短）。
HP:0000602	眼肌麻痹	一条或多条控制眼球运动的肌肉功能减弱。
HP:0000603	中心暗点	视物时视野中央部存在暗区，并与中央视觉干扰。
HP:0000605	核上性凝视麻痹	核上性凝视麻痹是一个无法看在一个特定方向上的脑损伤的结果。有眼球运动的自愿性方面的损失，但是，由于脑干仍然完好，所有的反射共轭眼球运动正常。
HP:0000606	眼眶周围异常	眼眶周围区域的异常
HP:0000607	眶周皱纹	
HP:0000608	黄斑变性	变性的黄斑中心凹（FMA:58637）。
HP:0000609	视神经发育不全	视神经发育不良（FMA:50863）。
HP:0000610	脉络膜异常	在脉络膜上发生的异常（FMA:58298）。
HP:0000611	脉络膜缺损	先天性缺陷，其中脉络膜一部分发育不良和视网膜的对应区域是萎缩。
HP:0000612	虹膜缺损	虹膜的缺损（:58235 FMA）:（0000589 HP）。
HP:0000613	畏光	暴露在强光下时发生的眼睛对光过度敏感与不适或疼痛。
HP:0000614	鼻泪系统的异常	鼻泪排水系统的异常，作为一个管道，眼中的泪液经鼻泪管流入鼻腔。
HP:0000615	瞳孔异常	在瞳孔的异常（FMA:58252）。
HP:0000616	瞳孔缩小	异常（非生理的）收缩瞳孔。
HP:0000617	眼部平稳跟踪异常	一个异常眼运动`（HP:0000496），特点是追踪运动异常。
HP:0000618	失明	"失明是缺乏视觉感知, 可由生理或神经因素引起。"
HP:0000619	辐凑受损	眼睛向内辐凑能力下降，不能看清近处的物体。
HP:0000620	泪囊炎	鼻泪囊中发生的炎症。
HP:0000621	眼睑内翻	眼睑边缘向内转动（内翻）。
HP:0000622	视力模糊	视力下降，无力分辨物体的细节。
HP:0000623	核上性眼肌麻痹	核上性眼肌麻痹
HP:0000625	眼睑裂	下眼睑或上眼睑边缘有短的间断
HP:0000627	后胚胎环	后胚胎环是一个突出和向前移位的Schwalbe`（FMA:58422）的存在。
HP:0000629	眶周丰满	眶周软组织增加。
HP:0000630	视网膜动脉异常	视网膜动脉异常
HP:0000631	视网膜动脉迂曲	视网膜动脉的曲折和匝数目增加。
HP:0000632	流泪异常	泪液产生异常。
HP:0000633	流泪减少	泪液产生减少。
HP:0000634	眼外展障碍	眼睛向外方向移动的能力受损（朝向头部的一侧）。
HP:0000635	蓝色虹膜	虹膜的显着蓝色着色。
HP:0000636	上眼睑缺损	上眼睑的部分缺失导致眼睑变短畸形
HP:0000637	长睑裂	内侧和外侧眼角之间的距离比同年龄平均值大两个以上的标准偏差（客观）;或者，睑裂长度显得增加。
HP:0000639	眼球震颤	一种规律性，非自主的单眼或双眼震颤，震颤的双眼不能固视、共轭凝视，或前庭机制不良。
HP:0000640	凝视诱发眼震	眼球震颤在看向右或向左变得明显。
HP:0000641	Dysmetric 扫视	眼球扫视时的控制器信号有两个组成部分:脉冲是控制眼球从一点到另一点的快速移动，步骤保持眼睛在某一位置不动。当脉冲和步骤不匹配时，dysmetric refixation即发生了。
