身高异常	HP:0000002
手指异常	HP:0001167
宽掌	HP:0001169
手劈裂	HP:0001171
拇指形态异常	HP:0001172
巨手	HP:0001176
轴前多指	HP:0001177
尺侧爪形手	HP:0001178
少指畸形	HP:0001180
拇指内收	HP:0001181
锥形指	HP:0001182
指间关节过伸	HP:0001187
攥拳手	HP:0001188
腕骨异常	HP:0001191
手或手指尺侧偏斜	HP:0001193
胎盘和脐带的异常	HP:0001194
单脐动脉	HP:0001195
脐带过短	HP:0001196
胎儿产前发育或出生异常	HP:0001197
三指节拇指	HP:0001199
远端指间关节融合	HP:0001204
指尖形态异常	HP:0001211
指尖垫突出	HP:0001212
第二-五指屈曲	HP:0001215
腕骨骨化延迟	HP:0001216
杵状指	HP:0001217
自发性肢体离断	HP:0001218
指间关节挛缩	HP:0001220
匙状拇指	HP:0001222
第二-五掌骨近端变尖	HP:0001223
腕肿胀	HP:0001225
大鱼际异常	HP:0001227
掌骨变宽	HP:0001230
指甲形态异常	HP:0001231
甲床毛细血管扩张	HP:0001232
第二-三指并指	HP:0001233
“打车手势”拇指	HP:0001234
手指细长	HP:0001238
腕关节屈曲挛缩	HP:0001239
头状骨-钩骨融合	HP:0001241
小鱼际小	HP:0001245
手管状骨缩短	HP:0001248
智力残疾	HP:0001249
癫痫发作	HP:0001250
共济失调	HP:0001251
肌张力减退	HP:0001252
昏睡	HP:0001254
轻度智力残疾	HP:0001256
痉挛	HP:0001257
痉挛性截瘫	HP:0001258
昏迷	HP:0001259
构音障碍	HP:0001260
日间睡眠增多	HP:0001262
全面发育迟缓	HP:0001263
痉挛性双侧瘫痪	HP:0001264
腱反射减弱	HP:0001265
舞蹈手足徐动	HP:0001266
智能衰退	HP:0001268
轻偏瘫	HP:0001269
运动发育迟缓	HP:0001270
多发性神经病	HP:0001271
小脑萎缩	HP:0001272
胼胝体形态异常	HP:0001273
胼胝体发育不全	HP:0001274
肌张力增高	HP:0001276
体位性低血压	HP:0001278
晕厥	HP:0001279
手足抽搐	HP:0001281
球麻痹	HP:0001283
神经反射消失	HP:0001284
痉挛性四肢瘫	HP:0001285
脑膜炎	HP:0001287
步态不稳	HP:0001288
意识模糊	HP:0001289
全身性肌张力减低	HP:0001290
颅神经形态异常	HP:0001291
颅神经受压	HP:0001293
卒中	HP:0001297
脑病	HP:0001298
帕金森症	HP:0001300
慢性多发性感觉神经病	HP:0001301
巨脑回	HP:0001302
扭转性肌张力障碍	HP:0001304
第四脑室孔闭塞综合征（Dandy-Walker畸形）	HP:0001305
舌肌束震颤	HP:0001308
辨距不良	HP:0001310
神经系统电生理学异常	HP:0001311
巨大的体感诱发电位	HP:0001312
腱反射减低	HP:0001315
小脑形态异常	HP:0001317
新生儿肌张力减退	HP:0001319
小脑蚓部发育不全	HP:0001320
小脑发育不全	HP:0001321
肌无力	HP:0001324
低血糖昏迷	HP:0001325
脑电图，不规则的全面性棘慢复合波	HP:0001326
光敏性肌阵挛发作	HP:0001327
特定的学习障碍	HP:0001328
透明隔缺如	HP:0001331
肌张力障碍	HP:0001332
交通性脑积水	HP:0001334
双手联带运动	HP:0001335
肌阵挛	HP:0001336
震颤	HP:0001337
局部胼胝体发育不全	HP:0001338
无脑回畸形	HP:0001339
C-反射增强	HP:0001340
嗅叶不发育	HP:0001341
脑出血	HP:0001342
核黄疸	HP:0001343
语言丧失	HP:0001344
精神心理状态	HP:0001345
反射亢进	HP:0001347
反射活跃	HP:0001348
双侧面瘫	HP:0001349
言语不清	HP:0001350
抽动锁时的肌阵挛前棘波	HP:0001351
巨脑	HP:0001355
斜头畸形	HP:0001357
前脑无裂畸形	HP:0001360
眼球震颤诱导点头运动	HP:0001361
颅骨缺损	HP:0001362
颅缝早闭	HP:0001363
关节形态异常	HP:0001367
关节炎	HP:0001369
类风湿关节炎	HP:0001370
屈曲挛缩	HP:0001371
关节脱位	HP:0001373
先天性髋关节脱位	HP:0001374
关节活动受限	HP:0001376
伸肘受限	HP:0001377
关节过度活动	HP:0001382
髋关节形态异常	HP:0001384
髋关节发育不良	HP:0001385
关节肿胀	HP:0001386
关节僵硬	HP:0001387
关节松弛	HP:0001388
肝脏异常	HP:0001392
肝硬化	HP:0001394
肝纤维化	HP:0001395
胆汁淤积	HP:0001396
肝脂肪变性	HP:0001397
肝功能衰竭	HP:0001399
肝内胆管发育不良	HP:0001401
肝细胞癌	HP:0001402
大泡性肝脂肪变性	HP:0001403
肝细胞坏死	HP:0001404
门静脉周围纤维化	HP:0001405
肝内胆汁淤积	HP:0001406
肝囊肿	HP:0001407
胆管增生	HP:0001408
门脉高压	HP:0001409
肝功能下降	HP:0001410
肠道病毒性肝炎	HP:0001412
小结节性肝硬化	HP:0001413
小泡性肝脂肪变性	HP:0001414
X-连锁遗传	HP:0001417
X-连锁隐性遗传	HP:0001419
手部肌肉异常	HP:0001421
X-连锁显性遗传	HP:0001423
异质性的	HP:0001425
多因素遗传	HP:0001426
线粒体遗传	HP:0001427
体细胞突变	HP:0001428
小腿肌肉异常	HP:0001430
肝脾肿大	HP:0001433
肩胛带肌肉异常	HP:0001435
足部肌肉异常	HP:0001436
下肢肌肉异常	HP:0001437
腹部形态结构异常	HP:0001438
跖骨骨性融合	HP:0001440
大腿肌肉异常	HP:0001441
体细胞嵌合	HP:0001442
臀肌异常	HP:0001443
常染色体显性体细胞突变	HP:0001444
骨盆带肌异常	HP:0001445
上肢肌肉异常	HP:0001446
跖骨重复	HP:0001449
Y-连锁遗传	HP:0001450
常染色体显性邻近基因综合征	HP:0001452
上臂异常	HP:0001454
上臂肌肉异常	HP:0001457
第一-三趾并趾	HP:0001459
骨骼肌发育不良/发育不全	HP:0001460
肩部肌肉发育不良/发育不全	HP:0001464
肩部肌肉萎缩	HP:0001465
邻近基因综合征	HP:0001466
上肢肌肉发育不良/发育不全	HP:0001467
上臂肌肉发育不良/发育不全	HP:0001468
骨盆肌肉组织形态异常	HP:0001469
限性常染色体显性	HP:0001470
骨盆肌肉发育不良/发育不全	HP:0001471
跖骨溶骨	HP:0001473
肩胛骨硬化	HP:0001474
限男性常染色体显性	HP:0001475
前囟闭合延迟	HP:0001476
代偿性下巴抬高	HP:0001477
雀斑	HP:0001480
皮下结节	HP:0001482
戳眼	HP:0001483
双侧眼睑下垂	HP:0001488
玻璃体后部脱离	HP:0001489
先天性眼外肌纤维化	HP:0001491
Axenfeld 综合征	HP:0001492
镰状视网膜皱襞	HP:0001493
腕骨溶骨	HP:0001495
腕骨骨发育不全	HP:0001498
宽指	HP:0001500
6块掌骨	HP:0001501
掌骨溶骨	HP:0001504
生长异常	HP:0001507
发育迟滞	HP:0001508
生长延迟	HP:0001510
胎儿宫内发育迟缓	HP:0001511
肥胖	HP:0001513
小于胎龄儿	HP:0001518
不成比例的高身材	HP:0001519
大于胎龄儿	HP:0001520
婴儿期夭折	HP:0001522
严重生长障碍	HP:0001525
偏身肥大	HP:0001528
轻度产后发育迟缓	HP:0001530
婴儿期生长障碍	HP:0001531
修长的身材	HP:0001533
脐疝	HP:0001537
腹部隆凸	HP:0001538
脐膨出	HP:0001539
腹直肌分离	HP:0001540
腹水	HP:0001541
腹裂	HP:0001543
脐突出	HP:0001544
肛门前置	HP:0001545
胸廓形态异常	HP:0001547
过度生长	HP:0001548
回肠形态结构异常	HP:0001549
脐形态结构异常	HP:0001551
桶状胸	HP:0001552
胸廓不对称	HP:0001555
产前胎动异常	HP:0001557
胎动减少	HP:0001558
羊水异常	HP:0001560
羊水过多	HP:0001561
羊水过少	HP:0001562
胎儿多尿	HP:0001563
上颌中切牙牙间隙增宽	HP:0001566
多个阻生齿	HP:0001571
巨牙	HP:0001572
体壁的异常	HP:0001574
原发性皮质醇增多症	HP:0001579
色素性小结节状肾上腺皮质疾病	HP:0001580
复发性皮肤感染	HP:0001581
赘肉	HP:0001582
旋转眼球震颤	HP:0001583
膀胱阴道瘘	HP:0001586
钟形胸	HP:0001591
选择性牙齿发育不全	HP:0001592
上颌侧切牙小牙畸形	HP:0001593
毛发形态异常	HP:0001595
脱发	HP:0001596
指（趾）甲异常	HP:0001597
反甲	HP:0001598
喉部异常	HP:0001600
喉软骨软化	HP:0001601
喉狭窄	HP:0001602
声带不全性麻痹	HP:0001604
声带麻痹	HP:0001605
声门下狭窄	HP:0001607
声音异常	HP:0001608
声音嘶哑	HP:0001609
鼻音	HP:0001611
哭声微弱	HP:0001612
声音嘶哑的哭声	HP:0001615
发音困难	HP:0001618
高音调的声音	HP:0001620
嗓音微弱	HP:0001621
早产	HP:0001622
臀先露	HP:0001623
心血管系统的任何异常	HP:0001626
心脏形态异常	HP:0001627
室间隔缺损	HP:0001629
房间隔缺损	HP:0001631
二尖瓣形态异常	HP:0001633
二尖瓣脱垂	HP:0001634
充血性心力衰竭	HP:0001635
法洛四联症	HP:0001636
心肌形态异常	HP:0001637
心肌病	HP:0001638
肥厚型心肌病	HP:0001639
心脏扩大	HP:0001640
肺动脉瓣形态异常	HP:0001641
肺动脉狭窄	HP:0001642
动脉导管未闭	HP:0001643
扩张型心肌病	HP:0001644
心脏性猝死	HP:0001645
主动脉瓣形态异常	HP:0001646
二叶主动脉瓣	HP:0001647
肺源性心脏病	HP:0001648
心动过速	HP:0001649
主动脉瓣狭窄	HP:0001650
右位心	HP:0001651
二尖瓣反流	HP:0001653
心脏瓣膜形态异常	HP:0001654
卵圆孔未闭	HP:0001655
QT间期延长	HP:0001657
心肌梗死	HP:0001658
主动脉瓣反流	HP:0001659
动脉干	HP:0001660
心动过缓	HP:0001662
心室纤颤	HP:0001663
尖端扭转型室性心动过速	HP:0001664
右心室肥厚	HP:0001667
大动脉转位	HP:0001669
非对称性心室间隔肥厚	HP:0001670
心脏间隔异常	HP:0001671
完全性房室通道缺损	HP:0001674
冠状动脉粥样硬化	HP:0001677
房室传导阻滞	HP:0001678
主动脉形态异常	HP:0001679
主动脉缩窄	HP:0001680
心绞痛	HP:0001681
主动脉瓣下狭窄	HP:0001682
心脏异位	HP:0001683
第二房间隔缺损	HP:0001684
心肌纤维化	HP:0001685
失声	HP:0001686
窦性心动过缓	HP:0001688
肌性主动脉瓣下狭窄	HP:0001691
房性心律不齐	HP:0001692
心脏分流	HP:0001693
右向左分流	HP:0001694
心脏骤停	HP:0001695
全内脏反位	HP:0001696
心包形态异常	HP:0001697
心包积液	HP:0001698
猝死	HP:0001699
心肌坏死	HP:0001700
心包炎	HP:0001701
三尖瓣形态异常	HP:0001702
三尖瓣脱垂	HP:0001704
右室流出道梗阻	HP:0001705
心内膜弹力纤维增生症	HP:0001706
右心室形态异常	HP:0001707
右心衰竭	HP:0001708
三度房室传导阻滞	HP:0001709
圆锥动脉干缺损	HP:0001710
左心室形态异常	HP:0001711
左心室肥厚	HP:0001712
心室形态异常	HP:0001713
心室肥厚	HP:0001714
预激综合征	HP:0001716
冠状动脉钙化	HP:0001717
二尖瓣狭窄	HP:0001718
右室双出口	HP:0001719
高输出充血性心力衰竭	HP:0001722
限制型心肌病	HP:0001723
血栓栓塞性脑卒中	HP:0001727
渐进性听力损失	HP:0001730
胰腺异常	HP:0001732
胰腺炎	HP:0001733
环状胰	HP:0001734
急性胰腺炎	HP:0001735
胰腺囊肿	HP:0001737
胰腺外分泌功能不全	HP:0001738
鼻咽部形态异常	HP:0001739
包茎	HP:0001741
鼻塞	HP:0001742
脾脏异常	HP:0001743
脾肿大	HP:0001744
无脾	HP:0001746
副脾	HP:0001747
多脾	HP:0001748
单心室	HP:0001750
前庭功能障碍	HP:0001751
前庭功能减退	HP:0001756
高频感音神经性听力障碍	HP:0001757
足部形态异常	HP:0001760
高弓足	HP:0001761
马蹄内翻足	HP:0001762
扁平足	HP:0001763
槌状趾	HP:0001765
宽足	HP:0001769
并趾	HP:0001770
跟腱挛缩	HP:0001771
马蹄外翻足	HP:0001772
短足	HP:0001773
跗骨骨外翻	HP:0001775
双侧马蹄内翻足	HP:0001776
脚趾异常	HP:0001780
球茎状趾尖	HP:0001782
跖骨变宽	HP:0001783
踝关节肿胀	HP:0001785
窄足	HP:0001786
分娩异常	HP:0001787
胎膜早破	HP:0001788
胎儿水肿	HP:0001789
非免疫性胎儿水肿	HP:0001790
胎儿腹水	HP:0001791
微甲	HP:0001792
甲异常凸起	HP:0001795
无甲症	HP:0001798
短甲	HP:0001799
趾甲发育不良	HP:0001800
趾甲缺损	HP:0001802
甲凹点	HP:0001803
指甲发育不良	HP:0001804
厚甲	HP:0001805
甲分离	HP:0001806
甲纵嵴	HP:0001807
脆甲	HP:0001808
甲纵裂	HP:0001809
趾甲营养不良	HP:0001810
指甲异常凸起	HP:0001812
嵌甲	HP:0001814
薄甲	HP:0001816
指甲缺损	HP:0001817
甲沟炎	HP:0001818
白甲	HP:0001820
宽甲	HP:0001821
拇趾外翻	HP:0001822
体重减轻	HP:0001824
生殖道闭锁	HP:0001827
多趾	HP:0001829
轴后多趾	HP:0001830
短趾	HP:0001831
跖骨形态异常	HP:0001832
长足	HP:0001833
脚趾屈曲畸形	HP:0001836
宽趾	HP:0001837
摇椅足	HP:0001838
脚劈裂	HP:0001839
跖内收	HP:0001840
轴前多趾	HP:0001841
足趾端溶骨	HP:0001842
拇趾异常	HP:0001844
重叠趾	HP:0001845
长拇趾	HP:0001847
足外翻畸形	HP:0001848
少趾畸形	HP:0001849
跗骨异常	HP:0001850
木屐足	HP:0001852
末节跖骨分叉	HP:0001853
跖趾关节痛风	HP:0001854
末节跖骨短小	HP:0001857
远端趾关节融合	HP:0001859
脚趾屈趾畸形	HP:0001863
第五趾屈曲畸形	HP:0001864
足部自发离断	HP:0001868
跖部深褶	HP:0001869
远节趾骨肢端溶骨	HP:0001870
血液和造血组织异常	HP:0001871
血小板形态异常	HP:0001872
血小板减少症	HP:0001873
中性粒细胞异常	HP:0001874
中性粒细胞减少症	HP:0001875
全血细胞减少症	HP:0001876
红细胞形态异常	HP:0001877
溶血性贫血	HP:0001878
嗜酸性粒细胞形态异常	HP:0001879
嗜酸性粒细胞增多症	HP:0001880
白细胞形态异常	HP:0001881
白细胞减少症	HP:0001882
畸形足	HP:0001883
跟骨畸形	HP:0001884
第二趾短小	HP:0001885
足骨骨髓炎	HP:0001886
淋巴细胞减少症	HP:0001888
巨幼细胞性贫血	HP:0001889
自身免疫性溶血性贫血	HP:0001890
缺铁性贫血	HP:0001891
异常出血	HP:0001892
血小板增多症	HP:0001894
正色素性贫血	HP:0001895
网织细胞减少症	HP:0001896
正细胞性贫血	HP:0001897
红细胞数量增多	HP:0001898
红细胞压积增高	HP:0001899
血红蛋白增多	HP:0001900
红细胞增多症	HP:0001901
巨血小板	HP:0001902
贫血	HP:0001903
抗中性粒细胞抗体阳性的中性粒细胞减少症	HP:0001904
先天性血小板减少症	HP:0001905
血栓栓塞症	HP:0001907
发育不良性贫血	HP:0001908
白血病	HP:0001909
粒细胞形态异常	HP:0001911
嗜碱性粒细胞形态异常	HP:0001912
粒细胞减少症	HP:0001913
再生障碍性贫血	HP:0001915
肾淀粉样病变	HP:0001917
急性肾损伤	HP:0001919
肾动脉狭窄	HP:0001920
空泡淋巴细胞	HP:0001922
网织红细胞增多症	HP:0001923
铁粒幼细胞性贫血	HP:0001924
棘形红细胞增多症	HP:0001927
凝血异常	HP:0001928
凝血因子XI活性减低	HP:0001929
非球形红细胞性溶血性贫血	HP:0001930
低色素性贫血	HP:0001931
皮下出血	HP:0001933
创伤后持续性出血	HP:0001934
小细胞性贫血	HP:0001935
微血管病性溶血性贫血	HP:0001937
代谢紊乱/稳态失衡	HP:0001939
酸中毒	HP:0001941
代谢性酸中毒	HP:0001942
低血糖	HP:0001943
脱水	HP:0001944
发热	HP:0001945
酮症	HP:0001946
肾小管性酸中毒	HP:0001947
碱中毒	HP:0001948
低钾性碱中毒	HP:0001949
呼吸性碱中毒	HP:0001950
阵发性氨中毒	HP:0001951
糖耐量异常	HP:0001952
糖尿病酮症酸中毒	HP:0001953
阵发性发热	HP:0001954
不明原因的发热	HP:0001955
躯干性肥胖	HP:0001956
非酮症性低血糖	HP:0001958
烦渴	HP:0001959
低钾性代谢性碱中毒	HP:0001960
心脏发育不全	HP:0001961
心悸	HP:0001962
言语辨别异常	HP:0001963
跖骨发育不良/发育不全	HP:0001964
头皮形态异常	HP:0001965
肾小球系膜形态异常	HP:0001966
弥漫性肾小球系膜硬化	HP:0001967
肾小管间质形态异常	HP:0001969
肾小管间质性肾炎	HP:0001970
脾功能亢进	HP:0001971
大细胞性贫血	HP:0001972
自身免疫性血小板减少症	HP:0001973
白细胞增多症	HP:0001974
血小板糖蛋白Ⅱb-IIIA减少	HP:0001975
抗凝血酶 III 活性减低	HP:0001976
异常血栓形成	HP:0001977
髓外造血	HP:0001978
巨幼细胞性骨髓	HP:0001980
裂(红)细胞症	HP:0001981
海蓝色组织细胞增多症	HP:0001982
淋巴细胞表面CD43表达降低	HP:0001983
蛋白质不耐受	HP:0001984
低酮性低血糖	HP:0001985
高渗性脱水	HP:0001986
高氨血症	HP:0001987
反复发作性低血糖	HP:0001988
胎儿运动不能序列征	HP:0001989
脚趾发育不良/发育不全	HP:0001991
有机酸尿症	HP:0001992
酮症酸中毒	HP:0001993
肾范可尼综合征	HP:0001994
高氯性酸中毒	HP:0001995
慢性代谢性酸中毒	HP:0001996
痛风	HP:0001997
新生儿低血糖	HP:0001998
面部形状异常	HP:0001999
鼻小柱短小	HP:0002000
深人中沟	HP:0002002
大额头	HP:0002003
面裂	HP:0002006
前额突出	HP:0002007
波特面容	HP:0002009
颌骨狭窄	HP:0002010
中枢神经系统的形态异常	HP:0002011
腹部器官异常	HP:0002012
呕吐	HP:0002013
腹泻	HP:0002014
吞咽困难	HP:0002015
恶心和呕吐	HP:0002017
恶心	HP:0002018
便秘	HP:0002019
胃食管反流	HP:0002020
幽门狭窄	HP:0002021
肛门闭锁	HP:0002023
吸收不良	HP:0002024
肛门狭窄	HP:0002025
腹痛	HP:0002027
慢性腹泻	HP:0002028
食管形态结构异常	HP:0002031
食管闭锁	HP:0002032
吸吮无力	HP:0002033
直肠形态结构异常	HP:0002034
直肠脱垂	HP:0002035
裂孔疝	HP:0002036
大肠炎症	HP:0002037
蛋白质回避	HP:0002038
厌食症	HP:0002039
食管静脉曲张	HP:0002040
顽固性腹泻	HP:0002041
食管狭窄	HP:0002043
Zollinger-Ellison 综合征	HP:0002044
低体温	HP:0002045
不耐热	HP:0002046
恶性高热	HP:0002047
肾皮质萎缩	HP:0002048
近端肾小管酸中毒	HP:0002049
青春期后大睾丸	HP:0002050
眶上嵴重厚	HP:0002054
下唇下弧形凹陷	HP:0002055
眉间异常	HP:0002056
眉间突出	HP:0002057
肌病性面容	HP:0002058
脑萎缩	HP:0002059
大脑形态学异常	HP:0002060
下肢痉挛	HP:0002061
锥体束的形态异常	HP:0002062
强直	HP:0002063
痉挛步态	HP:0002064
共济失调步态	HP:0002066
运动迟缓	HP:0002067
神经肌肉源性吞咽困难	HP:0002068
双侧强直- 阵挛发作	HP:0002069
肢体共济失调	HP:0002070
锥体外系功能障碍	HP:0002071
舞蹈样运动	HP:0002072
进行性小脑共济失调	HP:0002073
神经元自体荧光脂褐素增加	HP:0002074
轮替运动障碍	HP:0002075
偏头痛	HP:0002076
有先兆偏头痛	HP:0002077
躯干性共济失调	HP:0002078
胼胝体发育不良	HP:0002079
意向性震颤	HP:0002080
无先兆偏头痛	HP:0002083
脑膨出	HP:0002084
枕部脑膨出	HP:0002085
呼吸系统异常	HP:0002086
上呼吸道异常	HP:0002087
肺部形态异常	HP:0002088
肺发育不良	HP:0002089
肺炎	HP:0002090
限制性通气功能障碍	HP:0002091
肺动脉高压	HP:0002092
呼吸功能不全	HP:0002093
呼吸困难	HP:0002094
气肿	HP:0002097
呼吸窘迫	HP:0002098
哮喘	HP:0002099
反复吸入性肺炎	HP:0002100
肺分叶异常	HP:0002101
胸膜炎	HP:0002102
胸膜异常	HP:0002103
呼吸暂停	HP:0002104
咯血	HP:0002105
气胸	HP:0002107
自发性气胸	HP:0002108
支气管扩张	HP:0002110
肺浸润	HP:0002113
脑室形态异常	HP:0002118
巨脑室	HP:0002119
大脑皮层萎缩	HP:0002120
失神发作	HP:0002121
全面性肌阵挛发作	HP:0002123
多小脑回	HP:0002126
上运动神经元形态异常	HP:0002127
发作性共济失调	HP:0002131
脑穿通性囊肿	HP:0002132
癫痫持续状态	HP:0002133
基底节异常	HP:0002134
基底节钙化	HP:0002135
宽基步态	HP:0002136
蛛网膜下腔出血	HP:0002138
无鼻无脑畸形	HP:0002139
缺血性脑卒中	HP:0002140
步态失平衡	HP:0002141
脊髓异常	HP:0002143
脊髓栓系	HP:0002144
额颞叶痴呆	HP:0002145
低磷血症	HP:0002148
高尿酸血症	HP:0002149
高钙尿症	HP:0002150
血清乳酸增高	HP:0002151
高蛋白血症	HP:0002152
高钾血症	HP:0002153
高甘氨酸血症	HP:0002154
高甘油三酯血症	HP:0002155
高胱氨酸尿症	HP:0002156
氮质血症	HP:0002157
尿中硫酸乙酰肝素排泄	HP:0002159
高同型半胱氨酸血症	HP:0002160
高赖氨酸血症	HP:0002161
后发际低	HP:0002162
甲发育不良	HP:0002164
指甲翼状胬肉	HP:0002165
下肢振动觉障碍	HP:0002166
神经语言障碍	HP:0002167
断续言语	HP:0002168
阵挛	HP:0002169
颅内出血	HP:0002170
胶质细胞增生	HP:0002171
姿势不稳	HP:0002172
低血糖发作	HP:0002173
姿势性震颤	HP:0002174
脊髓受压	HP:0002176
角弓反张	HP:0002179
神经变性	HP:0002180
脑水肿	HP:0002181
声音恐惧	HP:0002183
神经原纤维缠结	HP:0002185
失用	HP:0002186
极重度智力残疾	HP:0002187
中枢神经系统的髓鞘化延迟	HP:0002188
脉络丛囊肿	HP:0002190
进行性痉挛	HP:0002191
假性延髓行为症状	HP:0002193
